otel_ad,fiyat,Fiyat Aralığı,Bölge,Hava Alanına Uzaklığı,Denize Uzaklığı,Plaj,İskele,A la Carte Restoran,Asansör,Açık Restoran,Kapalı Restoran,Açık Havuz,Kapalı Havuz,Bedensel Engelli Odası,Bar,Su Kaydırağı,Balo Salonu,Kuaför,Otopark,Market,Sauna,Doktor,Beach Voley,Fitness,Canlı Eğlence,Wireless Internet,Animasyon,Sörf,Paraşüt,Araç Kiralama,Kano,SPA,Masaj,Masa Tenisi,Çocuk Havuzu,Çocuk Parkı
Atrium Hotel Bodrum,"10.200,00 TL",9000-11000,Bodrum - Bodrum Merkez ,"35 km, Milas ",100 - 200 Metre Arası,Halk Plajı,Yok,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Begonville Beach Hotel,"26.069,76 TL",25000-27000,Marmaris - Siteler ,"90 km, Dalaman HA ",Denize Sıfır,Özel Plaj,Yok,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
Begonville Hotel,"7.500,00 TL",7000-9000,Marmaris - Siteler ,"90 km, Dalaman HA ",200 - 300 Metre Arası,Halk Plajı,Yok,0,0,1,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0
Britannia Hotel,"9.900,00 TL",9000-11000,Antalya - Kemer-Merkez ,"55 km, Antalya HA ",100 - 200 Metre Arası,Özel Plaj,Yok,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1
Side Sunberk Hotel,"9.720,00 TL",9000-11000,Antalya - Side ,"65 km, Antalya ",200 - 300 Metre Arası,Özel Plaj,Yok,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0
Alanya Beach Hotel,"9.000,00 TL",7000-9000,Antalya - Alanya ,"130 km, Antalya HA ",50 Metreye Kadar,Halk Plajı,Yok,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Alanya Risus Park Hotel,"10.987,32 TL",9000-11000,Antalya - Alanya ,"39 km, Gazipaşa(Alanya) ",100 - 200 Metre Arası,Özel Plaj,Yok,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1
Almena City Hotel,"4.415,04 TL",+33000,Marmaris - Siteler ,"94 km, Dalaman ",100 - 200 Metre Arası,Halk Plajı,Yok,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
Amossia Elite Otel,"13.980,96 TL",13000-15000,Marmaris - Turunç ,"No Info km, No Info",No Info,Özel Plaj,Yok,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aurasia Deluxe Hotel,"6.303,60 TL",5000-7000,Marmaris - Siteler ,"96 km, Dalaman HA ",50 - 100 Metre Arası,Yok,Yok,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Ayhan Hotel Antalya,"13.623,64 TL",13000-15000,Antalya - Antalya Merkez-Muratpaşa ,"10 km, Antalya HA ",750 Metre ve Üzeri,Yok,Yok,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Belcan Hotel,"4.730,34 TL",+33000,Antalya - Kemer ,"45 km, Antalya ",100 - 200 Metre Arası,Özel Plaj,Yok,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
Peramis Hotel Spa,"10.800,00 TL",9000-11000,Antalya - Lara ,"10 km, Antalya ",500 - 600 Metre Arası,Halk Plajı,Yok,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
Prima Hotel Lara,"7.148,16 TL",7000-9000,Antalya - Lara-Lara Yolu ,"15 km, Antalya HA ",750 Metre ve Üzeri,Halk Plajı,Var,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
Reis Maris Hotel,"4.415,04 TL",+33000,Marmaris - Merkez ,"94 km, Dalaman ",100 - 200 Metre Arası,Halk Plajı,Yok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Relax Beach Hotel,"11.520,00 TL",11000-13000,Antalya - Alanya ,"130 km, Antalya HA ",Denize Sıfır (Aradan Yol Geçiyor),Özel Plaj,Yok,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
Sealine Suite Hotel,"15.598,44 TL",15000-17000,Antalya - Alanya ,"120 km, Antalya HA ",300 - 400 Metre Arası,Özel Plaj,Yok,1,0,1,1,2,0,0,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0
Suite Laguna Otel,"24.471,94 TL",23000-25000,Antalya - Muratpaşa ,"15 km, Antalya HA ",750 Metre ve Üzeri,Halk Plajı,Yok,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Sunpoint Hotel Bodrum,"7.383,54 TL",7000-9000,Bodrum - Gümbet ,"38 km, Milas HA ",200 - 300 Metre Arası,Yok,Yok,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0
The Abc Hotel,"44.150,40 TL",+33000,Çeşme - Alaçatı ,"No Info km, No Info",No Info,Halk Plajı,Yok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winecity Otel,"7.800,00 TL",7000-9000,Antalya - Demre ,"150 km, Antalya ",750 Metre ve Üzeri,Halk Plajı,Yok,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Zeynel Hotel,"18.732,29 TL",17000-19000,Antalya - Konyaaltı ,"21 km, Antalya ",Denize Sıfır (Aradan Yol Geçiyor),Halk Plajı,Yok,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Atalla Otel,"11.880,00 TL",11000-13000,Antalya - Muratpaşa ,"8 km, Antalya ",750 Metre ve Üzeri,Halk Plajı,Yok,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Send Apart Hotel,"18.721,20 TL",17000-19000,Antalya - Konyaaltı ,"19 km, Antalya HA ",500 - 600 Metre Arası,Halk Plajı,Yok,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Asfiya Loft Apartments,"11.937,62 TL",11000-13000,Antalya - Kalkan ,"125 km, Dalaman ",300 - 400 Metre Arası,Özel Plaj,Yok,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Bahçe Apart,"19.764,72 TL",19000-21000,Antalya - Kaş ,"165 km, Dalaman ",750 Metre ve Üzeri,Yok,Yok,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bella Rose Apart Hotel,"9.469,98 TL",9000-11000,Antalya - Alanya ,"35 km, Antalya ",400 - 500 Metre Arası,Mavi Bayraklı Halk Plajı,Yok,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
Berraksu Hotel,"15.520,56 TL",15000-17000,Antalya - Antalya Merkez ,"No Info km, No Info",No Info,Yok,Yok,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Erya Homes,"6.000,00 TL",5000-7000,Antalya - Konyaaltı ,"No Info km, No Info",No Info,Halk Plajı,Yok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Göncü Apart Otel,"7.800,00 TL",7000-9000,Marmaris - Merkez ,"95 km, Dalaman ",100 - 200 Metre Arası,Yok,Yok,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Gündüzler Deluxe Hotel,"7.200,00 TL",7000-9000,Antalya - Kepez ,"17 km, Antalya ",Uygun Değil,Halk Plajı,Yok,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Hayal Fener,"8.409,60 TL",7000-9000,Antalya - Muratpaşa ,"8 km, Antalya ",500 - 600 Metre Arası,Yok,Yok,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hayal Residence Apart Hotel,"10.512,00 TL",9000-11000,Antalya - Lara ,"15 km, Antalya HA ",50 - 100 Metre Arası,Halk Plajı,Yok,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Heredot`s House,"13.411,74 TL",13000-15000,Antalya - Finike ,"115 km, Antalya ",750 Metre ve Üzeri,Yok,Yok,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
House Of Marmaris,"19.437,59 TL",19000-21000,Marmaris - Siteler ,"95 km, Dalaman ",400 - 500 Metre Arası,Halk Plajı,Yok,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
Kemer Residence,"29.442,48 TL",29000-31000,Antalya - Kemer ,"41 km, Antalya HA ",100 - 200 Metre Arası,Yok,Yok,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Halikarnas Pansiyon,"6.000,00 TL",5000-7000,Bodrum - Bodrum Merkez ,"35 km, Milas ",100 - 200 Metre Arası,Halk Plajı,Yok,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
Kemer Pansiyon,"4.660,86 TL",+33000,Antalya - Kemer ,"4 km, Antalya HA ",750 Metre ve Üzeri,Yok,Yok,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Khans Bb Hotel,"10.800,00 TL",9000-11000,Antalya - Konyaaltı ,"25 km, Antalya ",300 - 400 Metre Arası,Yok,Yok,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merhaba Pansiyon,"6.000,00 TL",5000-7000,Bodrum - Bodrum Merkez ,"35 km, Milas ",100 - 200 Metre Arası,Halk Plajı,Yok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tuthaliya Boutique Hotel,"6.000,00 TL",5000-7000,Antalya - Kalkan ,"114 km, Dalaman ",750 Metre ve Üzeri,Halk Plajı,Yok,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Kaş Olympos Mocamp,"14.716,80 TL",13000-15000,Antalya - Kaş ,"202 km, Antalya HA ",No Info,Halk Plajı,Yok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yalıyanı Motel Restaurant,"9.600,00 TL",9000-11000,Bodrum - Yalıçiftlik ,"45 km, Milas ",100 - 200 Metre Arası,Halk Plajı,Yok,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Adrasan Lykia Edrassa Hotel,"10.350,00 TL",9000-11000,Antalya - Adrasan ,"110 km, Antalya HA ",50 Metreye Kadar,Halk Plajı,Var,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1
Lara Park Hotel,"12.806,10 TL",11000-13000,Antalya - Lara-Örnekköy ,"10 km, Antalya ",200 - 300 Metre Arası,Özel Plaj,Yok,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Laren Family Hotel Spa,"17.491,86 TL",17000-19000,Antalya - Lara ,"6 km, Antalya HA ",750 Metre ve Üzeri,Halk Plajı,Yok,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1
Leaf Port Hotel,"13.867,26 TL",13000-15000,Antalya - Konyaaltı ,"30 km, Antalya ",300 - 400 Metre Arası,Mavi Bayraklı Plaj,Yok,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Life Point Boutique Hotel,"13.500,00 TL",13000-15000,Çeşme - Çiftlikköy ,"No Info km, No Info",Denize Sıfır,Özel Plaj,Var,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Likya Adrasan Otel,"9.306,00 TL",9000-11000,Antalya - Adrasan ,"110 km, Antalya HA ",300 - 400 Metre Arası,Halk Plajı,Yok,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
Lvzz Hotel Residencess Spa,"18.000,00 TL",17000-19000,Bodrum - Bodrum Merkez ,"36 km, Milas HA ",750 Metre ve Üzeri,Yok,Yok,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Maison Green Hill,"15.000,00 TL",13000-15000,Antalya - Manavgat ,"74 km, Antalya ",No Info,Halk Plajı,Yok,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Martı Hemithea Hotel,"54.268,11 TL",+33000,Marmaris - Hisarönü ,"115 km, Dalaman HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0
Mediterra Art Hotel,"16.414,48 TL",15000-17000,Antalya - Kaleiçi ,"16 km, Antalya HA ",750 Metre ve Üzeri,Halk Plajı,Yok,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Meis Exclusive Hotel,"36.900,00 TL",+33000,Antalya - Kaş-Çukurbağ Yarımadası ,"165 km, DalamanHA",Denize Sıfır,Özel Plaj,Var,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
Mielo Lara Hotel,"10.371,24 TL",9000-11000,Antalya - Lara ,"6 km, Antalya ",200 - 300 Metre Arası,Halk Plajı,Yok,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Moda Beach Boutique Hotel,"6.069,00 TL",5000-7000,Marmaris - Merkez ,"90 km, Dalaman HA ",50 - 100 Metre Arası,Özel Plaj,Yok,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Elegance East Hotel,"26.498,10 TL",25000-27000,Antalya - Muratpaşa ,"15 km, Antalya HA ",300 - 400 Metre Arası,Özel Plaj,Yok,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kemerlihan Deluxe Hotel,"37.800,00 TL",+33000,Çeşme - Alaçatı ,"110 km, Adnan Menderes HA ",750 Metre ve Üzeri,Yok,Yok,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
Kimera Lounge Hotel Çıralı,"37.843,20 TL",+33000,Antalya - Çıralı ,"100 km, Antalya HA ",100 - 200 Metre Arası,Özel Plaj,Yok,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1
Lucky Angel Otel,"13.315,20 TL",13000-15000,Çeşme - Alaçatı ,"84 km, Adnan Menderes HA ",750 Metre ve Üzeri,Yok,Yok,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Melissa Moment Apart,"9.672,60 TL",9000-11000,Antalya - Kemer ,"45 km, Antalya HA ",400 - 500 Metre Arası,Özel Plaj,Yok,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Tema 242 Hotel,"13.096,13 TL",13000-15000,Antalya - Lara ,"16 km, Antalya ",Denize Sıfır (Aradan Yol Geçiyor),Mavi Bayraklı Halk Plajı,Yok,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Veltur Turiya Hotel Spa,"15.925,62 TL",15000-17000,Bodrum - Turgutreis ,"80 km, Milas HA ",Denize Sıfır (Aradan Yol Geçiyor),Özel Plaj,Var,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1
3 House Apart,"7.020,00 TL",7000-9000,Antalya - Kaş ,"No Info km, No Info",No Info,Halk Plajı,Yok,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bloomtalya Hotel,"12.676,80 TL",11000-13000,Antalya - Muratpaşa ,"15 km, Antalya ",750 Metre ve Üzeri,Yok,Yok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Time Boutique Hotel,"18.000,00 TL",17000-19000,Marmaris - Selimiye ,"No Info km, No Info",No Info,Halk Plajı,Yok,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bodrum Marma Otel,"6.120,00 TL",5000-7000,Bodrum - Bodrum Merkez ,"40 km, Milas ",750 Metre ve Üzeri,Yok,Yok,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bodrum Oscar Hotel,"21.113,28 TL",21000-23000,Bodrum - Torba ,"30 km, Milas HA ",500 - 600 Metre Arası,Halk Plajı,Yok,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bu Bungalow Hotel,"13.500,00 TL",13000-15000,Antalya - Demre ,"150 km, Antalya ",750 Metre ve Üzeri,Yok,Yok,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Caresse A Luxury Collection Resort Spa,"58.120,20 TL",+33000,Bodrum - Gümbet ,"35 km, Milas HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
Casa Bi Otel,"65.880,00 TL",+33000,Antalya - Kaş ,"200 km, Antalya ",Denize Sıfır,Özel Plaj,Var,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Char Me Hotel,"24.570,00 TL",23000-25000,Antalya - Muratpaşa ,"15 km, Antalya HA ",100 - 200 Metre Arası,Halk Plajı,Yok,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Hera Hotels Alaçatı,"9.600,00 TL",9000-11000,Çeşme - Alaçatı ,"86 km, Adnan Menderes ",750 Metre ve Üzeri,Yok,Yok,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hill House (Adult Only),"15.768,00 TL",15000-17000,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hillcity Hotel Kaş,"20.011,33 TL",19000-21000,Antalya - Kaş ,"150 km, Dalaman HA ",No Info,Halk Plajı,Yok,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Hotel 1207 Special Class,"15.414,06 TL",15000-17000,Antalya - Kaleiçi ,"14 km, Antalya ",400 - 500 Metre Arası,Yok,Yok,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Pier Bodrum,"12.372,00 TL",11000-13000,Bodrum - Bodrum Merkez ,"32 km, Milas HA ",750 Metre ve Üzeri,Halk Plajı,Yok,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
İlios Butik Hotel,"21.780,00 TL",21000-23000,Marmaris - Bozburun ,"No Info km, No Info",No Info,Halk Plajı,Yok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
İnci Mira Hotel,"11.510,64 TL",11000-13000,Antalya - Konyaaltı ,"20 km, Antalya ",200 - 300 Metre Arası,Halk Plajı,Yok,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
İsnova Hotel,"11.673,60 TL",11000-13000,Antalya - Kepez ,"5 km, Antalya HA ",Uygun Değil,Yok,Yok,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Joya Del Mar Hotel,"39.000,00 TL",+33000,Marmaris - Yalancı Boğaz ,"95 km, Dalaman ",Denize Sıfır,Özel Plaj,Var,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Just Dream Suite,"9.000,00 TL",7000-9000,Antalya - Kaş ,"No Info km, No Info",600 - 750 Metre Arası,Halk Plajı,Yok,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kalamar Hotel,"14.986,02 TL",13000-15000,Antalya - Kalkan-Kalamar Koyu ,"130 km, Dalaman HA ",100 - 200 Metre Arası,Halk Plajı,Yok,1,0,1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kaliptus Hotel,"5.400,00 TL",5000-7000,Antalya - Kemer-Merkez ,"65 km, Antalya HA ",400 - 500 Metre Arası,Halk Plajı,Yok,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Lulja Alaçatı,"15.000,00 TL",13000-15000,Çeşme - Alaçatı ,"85 km, Adnan Menderes HA ",No Info,Halk Plajı,Yok,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mare Deluxe Residence,"35.951,04 TL",+33000,Bodrum - Gündoğan-Küçükbük ,"No Info km, No Info",No Info,Özel Plaj,Yok,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Mare Marin Hotel Bodrum,"24.000,00 TL",23000-25000,Bodrum - Turgutreis ,"55 km, Milas ",100 - 200 Metre Arası,Yok,Yok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin A Hotel,"10.200,00 TL",9000-11000,Bodrum - Turgutreis ,"55 km, Milas HA ",100 - 200 Metre Arası,Yok,Yok,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0
Marina Loft,"16.800,00 TL",15000-17000,Antalya - Çıralı ,"90 km, Antalya ",600 - 750 Metre Arası,Halk Plajı,Yok,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Mea Reisdere Otel,"10.500,00 TL",9000-11000,Çeşme - Reisdere ,"80 km, Adnan Menderes ",750 Metre ve Üzeri,Halk Plajı,Yok,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mene Suites,"14.716,80 TL",13000-15000,Antalya - Konyaaltı ,"17 km, Antalya HA ",No Info,Halk Plajı,Yok,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Mes Mudita Boutique Hotel,"10.800,00 TL",9000-11000,Çeşme - Çeşme Merkez ,"80 km, Adnan Menderes ",750 Metre ve Üzeri,Yok,Yok,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ruinadalia Hotel,"31.237,44 TL",29000-33000,Antalya - Kaleiçi ,"15 km, Antalya HA ",600 - 750 Metre Arası,Yok,Yok,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Sea View Otel,"20.520,00 TL",19000-21000,Antalya - Kaş-Küçükçakıl Mevkii ,"160 km, Dalaman HA ",Denize Sıfır,Yok,Yok,1,0,1,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
Side Erenler Hotel,"13.500,01 TL",13000-15000,Antalya - Side ,"60 km, Antalya HA ",100 - 200 Metre Arası,Halk Plajı,Yok,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
Side Güneş Pansiyon,"7.830,00 TL",7000-9000,Antalya - Manavgat ,"No Info km, No Info",No Info,Yok,Yok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Villa Turka Alanya,"14.716,80 TL",13000-15000,Antalya - Alanya ,"35 km, Gazipaşa-Alanya HA ",100 - 200 Metre Arası,Halk Plajı,Yok,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
Adrasan Eliz Apart Bungalow,"21.000,00 TL",19000-21000,Antalya - Adrasan ,"105 km, Antalya ",600 - 750 Metre Arası,Halk Plajı,Yok,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Afflon Hotels Loft City,"15.141,72 TL",15000-17000,Antalya - Antalya Merkez-Muratpaşa ,"12 km, Antalya ",600 - 750 Metre Arası,Halk Plajı,Yok,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Alasonya Otel Alaçatı By Lamira,"10.200,00 TL",9000-11000,Çeşme - Alaçatı ,"97 km, Adnan Menderes HA ",No Info,Yok,Yok,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Alp Paşa Konağı,"27.594,12 TL",27000-29000,Antalya - Kaleiçi ,"15 km, Antalya HA ",750 Metre ve Üzeri,Özel Plaj,Yok,3,0,1,1,2,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
Anelli Hotel,"10.515,06 TL",9000-11000,Antalya - Antalya Merkez-Kepez ,"15 km, Antalya HA ",750 Metre ve Üzeri,Halk Plajı,Yok,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
